,age,fnlwgt,Education-Num,capital_gain,capital_loss,hrs_per_week
0,-0.0033703703703703985,-0.03266666666666669,0.05705555555555557,0.0,0.0,0.05107407407407406
1,0.0,-0.07444444444444442,0.06611111111111115,0.0,0.0,0.0
2,-0.06538095238095232,0.009825396825396834,0.10467460317460306,0.0,0.0,0.19741269841269846
3,-0.016738095238095205,-0.04964285714285713,-0.03330158730158726,0.24124603174603182,0.0,0.0
4,0.0057222222222221425,-0.008468253968253979,-0.18861111111111162,0.4255793650793657,0.0,0.04289682539682521
5,-0.04049735449735434,-0.00042592592592585743,0.03894708994708977,0.12907407407407417,0.0,0.018740740740740558
6,0.03767460317460314,-0.019087301587301583,0.153468253968254,0.0,0.0,0.04790476190476191
7,0.05383333333333338,-0.024166666666666684,0.0266111111111111,0.0,0.09361111111111112,0.0
8,0.09531481481481488,0.007999999999999972,0.03253703703703706,0.0,0.0,0.0
9,-0.41266666666666674,-0.010999999999999788,0.0,0.0,0.0,0.0
10,-0.019498941798941793,-0.04879841269841266,0.05602698412698416,0.0,0.0,0.06322486772486771
11,-0.1391594757094759,-0.009218205868205926,0.0748003126503127,0.4117452861952864,0.0,0.08214740259740294
12,-0.2488333333333334,-0.004817460317459721,0.0,0.0,0.0,-0.09012698412698361
13,0.1032328042328041,-0.01756349206349204,0.05032539682539687,0.0,0.0,0.0
14,-0.19809841269841305,-0.0393126984126983,0.07458412698412753,0.0,0.0,0.0
15,0.028285714285714303,-0.025214285714285634,0.27118253968253936,0.0,0.0,-0.15700793650793665
16,-0.22350529100529093,0.0012222222222222356,0.0,0.0,0.0,-0.11945502645502559
17,-0.06111111111111118,0.143888888888889,0.02166666666666664,0.0,0.0,0.0
18,-0.02950000000000002,0.027444444444444493,0.025666666666666678,0.0,0.0,-0.05461111111111108
19,-0.02240476190476176,-7.936507936510961e-05,0.08349999999999985,0.0,0.1616984126984129,-0.0194682539682543
20,0.022805291005290974,-0.017742857142857137,0.17696084656084654,0.0,0.0,0.0
21,0.024933505559263,-0.004459074346069292,0.09715484636813099,0.4024491081049091,0.0,-0.016309085195452766
22,-0.4053148148148149,-0.05122222222222217,0.027592592592592835,0.0,0.0,-0.08825925925925937
23,-0.3660370370370373,-0.0024999999999999883,0.043166666666666756,0.0,0.0,0.15818518518518532
24,-0.06915079365079346,0.001904761904761909,0.05912698412698409,0.10696031746031733,0.0,0.012460317460317533
25,0.0,-0.0811111111111111,0.025000000000000022,0.0,0.0,0.0
26,-0.014232804232804167,-0.005034391534391516,0.150925925925926,0.04369576719576713,0.0,0.0032195767195765668
27,-0.1529206349206348,-0.009761904761904638,-0.0845873015873016,0.0,0.0,-0.02276190476190476
28,-0.061210825260242296,-0.005276063010665799,0.0816697740538645,0.0,0.0,-0.1325037017799996
29,-0.05352380952380939,0.007515873015872976,0.1202619047619046,0.0,0.0,0.1122936507936508
30,0.033333333333333354,-0.021111111111111133,-0.050555555555555576,0.0,0.0,0.0
31,-0.16309417989417996,-0.024964550264550245,0.031020634920634838,-0.2683719576719574,0.0,0.04386878306878311
32,-0.3867777777777779,-0.20900000000000007,-0.06622222222222218,0.0,0.0,0.0
33,-0.28512433862433845,-0.024433862433862086,0.0,0.0,0.0,-0.09933068783068733
34,0.02653703703703708,-0.0027169312169312287,-0.02734126984126982,0.36283068783068834,0.0,-0.14439947089947092
35,-0.01829629629629628,-0.12977777777777785,0.0,0.0,0.0,0.10355555555555557
36,-0.09877777777777769,0.0029999999999999194,-0.08333333333333348,0.0,0.0,0.0
37,-0.01873015873015943,-0.04886507936507911,-0.07105555555555532,0.0,0.0,0.0
38,-0.004613756613756603,-0.04950264550264541,0.0,0.0,0.0,0.17494179894179893
39,-0.02899999999999995,0.0055555555555555775,0.03833333333333343,0.0,0.0,0.0
40,-0.2840000000000001,-0.10844444444444434,-0.10122222222222221,0.0,0.0,0.0
